px_1;px_3;px_2;D_23;angle_2;setPx3;v_f;pz_3;pz_2;pz_1;py_1;py_2;py_3;v_cruise;vy3;p_12;vy1;d_2;d_3;d_1;setPx2;vy2;v3;setPx1;phi_2;angle_3;phi_1;angle_1;setPy3;phi_3;v1;CY;CX;i;k;setPy1;v2;D_12;setPy2;T_Z;R;vx2;vx1;p_23;vx3;k_f;
-0.110918425024;0.588125109673;0.0895190834999;4.71238898038;-0.379735524445;0.622881390744;0.5;0.265289753675;0.266026645899;0.265324056149;0.38652920723;0.386912614107;-0.0131579423323;0.5;-0.742139582478;6.03823073586;-0.499615742572;0.346714592063;0.292554093293;0.518313670098;0.0891382951411;0.199963746771;0.81949439734;-0.112878296892;-0.894866493645;2.70360426809;-1.13982106497;-0.306478727749;-0.0873719005801;2.24729317813;0.5;0.17;0.36;0;5.0;0.336567632972;0.2;4.71238898038;0.406908988784;0.3;0.7;-0.00380788358829;-0.0195987186834;3.14215967177;0.347562810714;1;
-0.110658116639;0.58840918541;0.0896942764521;4.71238898038;-0.379103218475;0.623267195392;0.5;0.268765121698;0.268963724375;0.26856943965;0.38675814867;0.387072741985;-0.0128909815103;0.5;-0.741864660528;6.0381655322;-0.499610653787;0.346678178569;0.292608726967;0.518172903356;0.0893212887402;0.199965217017;0.819677534484;-0.112630918257;-0.894190002826;2.70233808286;-1.13920977781;-0.306252915429;-0.0870774475631;2.2459739479;0.5;0.17;0.36;1;5.0;0.336797083292;0.2;4.71238898038;0.407069263687;0.3;0.7;-0.00372987711902;-0.0197280161871;3.14016395073;0.348580099829;1;
-0.110860913992;0.58878082037;0.0896410048008;4.71238898038;-0.378399792147;0.623313118229;0.5;0.273467928171;0.272911399603;0.273027956486;0.385535955429;0.387321799994;-0.0143477758393;0.5;-0.743121582638;6.0353943197;-0.499747572304;0.346875699693;0.293810766014;0.517847224969;0.089127043176;0.199933949956;0.8194373961;-0.112449510781;-0.893726335303;2.70658789447;-1.14151732278;-0.309451261609;-0.0886599341031;2.24905376682;0.5;0.17;0.36;2;5.0;0.335561198199;0.2;4.71238898038;0.407315194989;0.3;0.7;-0.0051396162479;-0.0158859678905;3.14278010212;0.345322978592;1;
-0.111486397684;0.590714812279;0.0890394374728;4.71238898038;-0.377343956039;0.623892478186;0.5;0.277938306332;0.276162475348;0.276758760214;0.381488829851;0.38784429431;-0.0205871239305;0.5;-0.748045292967;6.02768184176;-0.499985740566;0.347671918636;0.29925369908;0.51674650299;0.0880902427959;0.199774630388;0.818319932443;-0.111864011651;-0.893639043128;2.7241365141;-1.14914250855;-0.320076492839;-0.0953916532272;2.26123409362;0.5;0.17;0.36;3;5.0;0.331490255795;0.2;4.71238898038;0.407821757348;0.3;0.7;-0.0094919467694;-0.0037761396765;3.15487313674;0.33177665907;1;
-0.112498104572;0.593614280224;0.0878920033574;4.71238898038;-0.374964630007;0.624905901662;0.5;0.280429273844;0.279610097408;0.279873967171;0.374250859022;0.388960003853;-0.0294712577015;0.5;-0.754522763663;6.01361646888;-0.499663614655;0.349265293329;0.307187914107;0.514755157561;0.086149931472;0.199239851823;0.816836065627;-0.110664331986;-0.893207918807;2.74846077407;-1.16277675711;-0.339096578544;-0.104923534068;2.27752054087;0.5;0.17;0.36;4;5.0;0.324284497557;0.2;4.71238898038;0.408883989035;0.3;0.7;-0.0174207188543;0.0183377258584;3.17072845968;0.312916214382;1;
-0.113380625844;0.597974479198;0.086601421237;4.71238898038;-0.372918522252;0.626664349864;0.5;0.283182382584;0.282258182764;0.282781809568;0.364435076714;0.390000671148;-0.0420535281301;0.5;-0.76264540105;5.99532035898;-0.497811159068;0.350923179877;0.318745276894;0.511756012159;0.0838354036498;0.198078051966;0.814824444664;-0.10870724387;-0.893203121144;2.78178009966;-1.18106806935;-0.365399195861;-0.118318068235;2.29865953117;0.5;0.17;0.36;5;5.0;0.314653960807;0.2;4.71238898038;0.409808476345;0.3;0.7;-0.027660175872;0.0467338197427;3.19186265232;0.286898706652;1;
-0.114086583257;0.602501392365;0.0850134938955;4.71238898038;-0.36950481702;0.6287672702;0.5;0.285699665546;0.285194545984;0.285320520401;0.355309486389;0.391574293375;-0.0541403666139;0.5;-0.769532485044;5.97755641921;-0.494391865908;0.353146918469;0.33022087948;0.509016398724;0.0812500858531;0.196427279141;0.813123532672;-0.106618864111;-0.892550473067;2.81266913313;-1.19817936103;-0.389724473787;-0.131093615118;2.31686762181;0.5;0.17;0.36;6;5.0;0.305870299798;0.2;4.71238898038;0.411217021289;0.3;0.7;-0.0376340804247;0.0746771914567;3.20941809487;0.262658778356;1;
-0.114521086216;0.607292890549;0.0834773629904;4.71238898038;-0.367121073603;0.631019843045;0.5;0.288220912218;0.287778168917;0.287812829018;0.34596452117;0.392782539129;-0.0669259727001;0.5;-0.775883704815;5.96010999677;-0.489538301769;0.355101152518;0.342472904411;0.506096605377;0.0787449598669;0.19432044686;0.81135217438;-0.104346484946;-0.89261519121;2.84481823486;-1.21569050162;-0.414816161283;-0.144514343182;2.33478819005;0.5;0.17;0.36;7;5.0;0.297010690993;0.2;4.71238898038;0.412214583815;0.3;0.7;-0.0473240312346;0.101746012704;3.22740338125;0.237269524958;1;
-0.1147114411;0.611349582672;0.0814981684089;4.71238898038;-0.366902483582;0.632625330438;0.5;0.290371537209;0.290305137634;0.290111094713;0.336981236935;0.393370419741;-0.0790889114141;0.5;-0.780978435756;5.94543570473;-0.483761903912;0.357012065083;0.353867063315;0.503223296161;0.0758894537989;0.191974560925;0.809439967764;-0.102072445759;-0.894810947881;2.87562265483;-1.23256055033;-0.439038862478;-0.15718675499;2.35167714009;0.5;0.17;0.36;8;5.0;0.288605046543;0.2;4.71238898038;0.412567875833;0.3;0.7;-0.0560871460996;0.12638995341;3.24648808798;0.212757477655;1;
-0.11442515254;0.615163803101;0.0792710334063;4.71238898038;-0.365690276179;0.633932579127;0.5;0.29223626852;0.292953640223;0.292268276215;0.327501058578;0.394338399172;-0.091456361115;0.5;-0.7854429356;5.92951096316;-0.475937425157;0.359355631691;0.365332718464;0.499885795774;0.0727147301209;0.188948375815;0.80755637601;-0.0991008035052;-0.896587271245;2.90703329099;-1.25026161527;-0.465148880937;-0.170000654675;2.36837412872;0.5;0.17;0.36;9;5.0;0.279907316063;0.2;4.71238898038;0.413233236753;0.3;0.7;-0.0655630328531;0.15324349035;3.26496139997;0.187687760259;1;
