px_1;px_3;px_2;D_23;angle_2;setPx3;v_f;pz_3;pz_2;pz_1;py_1;py_2;py_3;v_cruise;vy3;p_12;vy1;d_2;d_3;d_1;setPx2;vy2;v3;setPx1;phi_2;angle_3;phi_1;angle_1;setPy3;phi_3;v1;CY;CX;i;k;setPy1;v2;D_12;setPy2;T_Z;R;vx2;vx1;p_23;vx3;k_f;
4.98670482635;-0.02095050551;-5.01313066483;4.71238898038;1.52228106407;-0.0229334776211;0.5;1.63185703754;1.64681148529;1.64366054535;-0.0158406812698;-0.0202567353845;-5.01418876648;0.5;0.496861928397;3.13397553229;-0.00740002056896;5.01417572216;5.0152368028;4.98573326845;-4.93112468989;0.0398166583231;0.497257472272;4.96874439608;-1.57503566746;-0.0398887533056;1.57417410743;4.67121047119;-4.96450257364;-3.13721587609;0.179756685202;0.001;0.001;0;5.0;-0.0165806833267;0.821025796631;4.71238898038;-0.0162750695522;1.5;0.5;0.820059749319;-0.179604302761;4.72100509855;-0.0198297211112;1;
4.98788881302;-0.0183180104941;-5.01191759109;4.71238898038;1.52257288647;-0.0203185199544;0.5;1.63211524487;1.66758930683;1.66650497913;-0.013541020453;-0.0177818723023;-5.01191329956;0.5;0.497051900479;3.13453029076;-0.00744863473903;5.01395661457;5.01395446699;4.98591303365;-4.92992106415;0.0395722260656;0.497454315069;4.96992352035;-1.57474169871;-0.0402257857707;1.57391331771;4.67095146462;-4.96220810951;-3.13754034992;0.179807275212;0.002;0.002;1;5.0;-0.0142858839269;0.820919608796;4.71238898038;-0.0138246496957;1.5;0.5;0.819965269404;-0.179652926666;4.72038665598;-0.0200050946032;1;
4.98923301697;-0.0172630865127;-5.01068115234;4.71238898038;1.52285625577;-0.0192645067894;0.5;1.6783810854;1.68360698223;1.68697702885;-0.0108611723408;-0.0153483143076;-5.01094388962;0.5;0.49714605273;3.13515313927;-0.00751096569248;5.01371472643;5.01398483453;4.98625228319;-4.92869182874;0.0393358791582;0.497548757467;4.97126229589;-1.57445595967;-0.0402364670726;1.57357620824;4.6706177199;-4.96122928434;-3.13755132871;0.179864104798;0.003;0.003;2;5.0;-0.0116122689101;0.820836299122;4.71238898038;-0.0114147263918;1.5;0.5;0.819893236078;-0.179707210732;4.72008993815;-0.0200142027667;1;
4.99059104919;-0.0152774825692;-5.00829935074;4.71238898038;1.52322413303;-0.0172900040029;0.5;1.69870257378;1.69918632507;1.70081281662;-0.00771726295352;-0.0124311195686;-5.00864267349;0.5;0.497325394122;3.13596475545;-0.00759076049607;5.01232628259;5.01267974176;4.98660481552;-4.92632116538;0.0390282674254;0.497732430017;4.97261324669;-1.57407447512;-0.040444827222;1.57314607661;4.67019108422;-4.95891013408;-3.1377469002;0.179938205872;0.004;0.004;3;5.0;-0.00847633900313;0.82071035887;4.71238898038;-0.0085282928261;1.5;0.5;0.819781853604;-0.179778025041;4.71951288209;-0.0201252143368;1;
4.99073123932;-0.0132747488096;-5.00274085999;4.71238898038;1.52364973354;-0.0153001972794;0.5;1.68696367741;1.68688118458;1.6879273653;-0.00399307860062;-0.00906048808247;-5.00296497345;0.5;0.497532637002;3.13698114898;-0.00769442858631;5.00776059912;5.00799831687;4.98573935;-4.92077629244;0.0386721590307;0.497944744959;4.97274458161;-1.57360407015;-0.0406873943557;1.57260008805;4.66963651214;-4.95321170975;-3.13794353308;0.180031080013;0.005;0.005;4;5.0;-0.00476252145925;0.820557474678;4.71238898038;-0.00519327217939;1.5;0.5;0.8196456755;-0.179866577049;4.71884584425;-0.0202544846974;1;
4.99022865295;-0.011991453357;-4.99696159363;4.71238898038;1.52374574822;-0.0140214108436;0.5;1.68643307686;1.67670142651;1.68612289429;-0.0026875610929;-0.0073314816691;-4.99879264832;0.5;0.497593658843;3.13718493355;-0.00770883649197;5.00297935592;5.00482498645;4.9842362242;-4.91500029728;0.038591745927;0.498007552212;4.9722401921;-1.57346103846;-0.0407728764252;1.57253933517;4.66956084368;-4.94903328243;-3.13799782417;0.180049711347;0.006;0.006;5;5.0;-0.0034584447421;0.820521013005;4.71238898038;-0.0034723070764;1.5;0.5;0.819612963495;-0.179884608558;4.71864852147;-0.0202995748657;1;
4.98891305923;-0.0112182237208;-4.98972940445;4.71238898038;1.52384052888;-0.0132481502071;0.5;1.67624258995;1.66526734829;1.6712089777;-0.00121931475587;-0.00553420186043;-4.99319839478;0.5;0.497627942771;3.1374343481;-0.00773071531255;4.99674512533;5.00023158372;4.98191983947;-4.90777098541;0.0385125385329;0.498041795014;4.97092240939;-1.57330480275;-0.0407694485753;1.57244615633;4.66944465971;-4.9434356005;-3.13794916954;0.180072519152;0.007;0.007;6;5.0;-0.00199238628713;0.820488550084;4.71238898038;-0.00168294800713;1.5;0.5;0.819584190425;-0.179906498478;4.71854094039;-0.0202992648626;1;
4.9877576828;-0.0106831714511;-4.98160266876;4.71238898038;1.52390539165;-0.0127108978474;0.5;1.66144871712;1.65321481228;1.65635430813;-0.000269610085525;-0.00384102249518;-4.98695802689;0.5;0.497641084139;3.13755887513;-0.00773311365272;4.98961671894;4.99499296809;4.97976454924;-4.89964548069;0.0384586831716;0.498054029255;4.96976590327;-1.5731694617;-0.0407242361393;1.57245697035;4.66943404718;-4.93719391847;-3.13785226494;0.1800839085;0.008;0.008;7;5.0;-0.0010429214508;0.820473727736;4.71238898038;4.84582197477e-06;1.5;0.5;0.819571880675;-0.179917795267;4.71850250394;-0.0202772639628;1;
4.9903793335;-0.00831305235624;-4.98277044296;4.71238898038;1.52426353041;-0.0103548663165;0.5;1.66705989838;1.66046702862;1.66341853142;0.0026082682889;-0.00116533460096;-4.9867515564;0.5;0.497830148736;3.13827311355;-0.00780096949339;4.99178079339;4.99578155597;4.98138343419;-4.90082393671;0.0381595471804;0.49824869033;4.9723813058;-1.57283274266;-0.0409912944541;1.57207945096;4.66907262366;-4.93696854152;-3.13812711235;0.180149258149;0.009;0.009;8;5.0;0.00182817133956;0.820353057968;4.71238898038;0.00265062011709;1.5;0.5;0.819465062512;-0.179980276938;4.7178909375;-0.0204181396024;1;
4.99236679077;-0.0056339064613;-4.97762775421;4.71238898038;1.52479555347;-0.00769580698588;0.5;1.65184283257;1.64683246613;1.65292096138;0.00634764460847;0.00270149274729;-4.98106908798;0.5;0.498110584215;3.13939627609;-0.00790271788866;4.98763309424;4.99109357356;4.98236812946;-4.89569770897;0.0377150607313;0.498537157576;4.97435891208;-1.57225964812;-0.0413708142521;1.57152938297;4.66853234039;-4.93125802956;-3.13846028755;0.180252108047;0.01;0.01;9;5.0;0.0055573728196;0.820168066348;4.71238898038;0.00647299882042;1.5;0.5;0.819300452368;-0.180078786938;4.71698466775;-0.0206190052458;1;
