px_1;px_3;px_2;D_23;angle_2;setPx3;v_f;pz_3;pz_2;pz_1;py_1;py_2;py_3;v_cruise;vy3;p_12;vy1;d_2;d_3;d_1;setPx2;vy2;v3;setPx1;phi_2;angle_3;phi_1;angle_1;setPy3;phi_3;v1;CY;CX;i;k;setPy1;v2;D_12;setPy2;T_Z;R;vx2;vx1;p_23;vx3;k_f;
-0.536777734756;0.539942800999;-0.410394847393;4.71238898038;-0.165320867729;0.46057942965;0.5;1.5000089407;1.51750445366;1.51000368595;0.339473843575;-0.561765313148;-0.211372390389;0.5;-0.423435944387;4.7793984487;0.209095410245;0.695704102204;0.579841802364;0.635116388547;-0.423561396094;0.394577470761;0.580311654883;-0.441272625363;-2.51065944561;3.89454990504;-1.00687258713;1.15807308741;-0.296059579267;1.94392927342;0.521297936495;1.464;1.464;1463;5.0;0.381292925623;0.400031661934;4.71238898038;-0.482849818996;1.5;0.5;-0.0658327435064;0.47752554697;4.45458871903;-0.396816856743;1;
-0.507809937;0.518199682236;-0.438308805227;4.71238898038;-0.0872822642024;0.441384628165;0.5;1.49904942513;1.51667428017;1.50688898563;0.364020884037;-0.567072689533;-0.22649551928;0.5;-0.430286370391;4.7484640265;0.194909290189;0.716718943488;0.565536144666;0.624805678696;-0.445500433707;0.410928660992;0.576767001347;-0.413232945943;-2.48357567924;3.87030642374;-0.948854398561;1.17984225512;-0.312552793359;1.98285548914;0.511478066329;1.465;1.465;1464;5.0;0.403002742075;0.412498912034;4.71238898038;-0.484886957335;1.5;0.5;-0.0359581423969;0.472884955284;4.46643116838;-0.384075270355;1;
-0.473666727543;0.487852722406;-0.483794242144;4.71238898038;0.0327117272732;0.416386896887;0.5;1.49817073345;1.51658678055;1.50476109982;0.396973699331;-0.583395063877;-0.240121200681;0.5;-0.448515232664;4.70718979281;0.166263270357;0.757896212741;0.543744857241;0.618019649155;-0.480993860699;0.427886686342;0.573454461452;-0.379708369563;-2.44925495506;3.81431412431;-0.873259440693;1.23064387036;-0.329824247214;2.02818463749;0.498345062108;1.466;1.466;1465;5.0;0.430226353403;0.428115720051;4.71238898038;-0.497817726609;1.5;0.5;0.0140019072238;0.4697917899;4.47743959255;-0.357329127595;1;
-0.44844558835;0.46394097805;-0.512609601021;4.71238898038;0.0972043233154;0.395518847318;0.5;1.49828255177;1.51610910892;1.50370836258;0.418676197529;-0.588757932186;-0.254739373922;0.5;-0.452383019244;4.67767682521;0.146131391153;0.780643648389;0.529276279216;0.613508927472;-0.504001949669;0.441365345214;0.567177305125;-0.355124033211;-2.42522443534;3.78907614555;-0.819715953368;1.26729370052;-0.345215977771;2.07293071294;0.48895521249;1.467;1.467;1466;5.0;0.447902475759;0.443458746109;4.71238898038;-0.500484863143;1.5;0.5;0.0430382567576;0.466607775697;4.49815514828;-0.342110653661;1;
-0.437068343163;0.454550892115;-0.526141285896;4.71238898038;0.127597557608;0.389871449194;0.5;1.49857890606;1.51856410503;1.50588989258;0.427983045578;-0.596411585808;-0.252369970083;0.5;-0.466616515987;4.660374124;0.136618164021;0.795318447171;0.519910680138;0.611717437954;-0.514733249143;0.444603240323;0.567729452648;-0.344317671479;-2.41871157069;3.74765144848;-0.795900387513;1.28430808799;-0.345693273281;2.07762866625;0.483458064555;1.468;1.468;1467;5.0;0.455306678382;0.448247279825;4.71238898038;-0.507490937743;1.5;0.5;0.0570401837671;0.463753358417;4.49634023694;-0.323397214602;1;
-0.420107066631;0.439779669046;-0.541730880737;4.71238898038;0.158925056728;0.377881549894;0.5;1.49973022938;1.51931369305;1.50604116917;0.440446764231;-0.599553406239;-0.258232027292;0.5;-0.471505769927;4.63813663669;0.124329896174;0.80804494558;0.50999013444;0.608673393171;-0.527203480437;0.453197473506;0.564005425451;-0.328127352279;-2.40681564359;3.7224452618;-0.7617669731;1.30676576466;-0.352533181278;2.10173974419;0.476408038755;1.469;1.469;1468;5.0;0.465312743465;0.458981572592;4.71238898038;-0.508913911537;1.5;0.5;0.072637001499;0.459898571761;4.50855538779;-0.30949059576;1;
-0.390507817268;0.415239602327;-0.563305675983;4.71238898038;0.200000063996;0.358216244097;0.5;1.49981379509;1.51881706715;1.50468933582;0.461416989565;-0.603174805641;-0.266468346119;0.5;-0.478383350697;4.59518063001;0.101429841411;0.825307900577;0.493385555954;0.604484899403;-0.544240666054;0.470253078877;0.556904134318;-0.300185687849;-2.39036018441;3.67906627097;-0.702355507242;1.34986666886;-0.362145016258;2.14133011449;0.462860874668;1.47;1.47;1469;5.0;0.481702957847;0.479817489556;4.71238898038;-0.509124189866;1.5;0.5;0.0953250496481;0.451610647095;4.5316902989;-0.285116791152;1;
-0.357577264309;0.388173252344;-0.582793653011;4.71238898038;0.234985914571;0.333983489014;0.5;1.50020074844;1.51753115654;1.503267169;0.483022838831;-0.604488432407;-0.280480384827;0.5;-0.472550989637;4.54597828317;0.0755842260167;0.839675358043;0.478902620694;0.600976341284;-0.559140340159;0.493994201027;0.544717999566;-0.269360948208;-2.37446509799;3.66220467477;-0.637258073975;1.40108359614;-0.374990582754;2.19650656825;0.447510822086;1.471;1.471;1470;5.0;0.498139684034;0.507953984993;4.71238898038;-0.505689592202;1.5;0.5;0.11826656426;0.441081580506;4.57097166624;-0.270948816649;1;
-0.325229793787;0.354149669409;-0.596654176712;4.71238898038;0.2586030381;0.303937195816;0.5;1.50043988228;1.51478850842;1.50332283974;0.503865301609;-0.598265588284;-0.293464541435;0.5;-0.465887247805;4.4988261578;0.0478332238482;0.844936637099;0.459938501783;0.599712148395;-0.569113084258;0.520573853111;0.529228911036;-0.239154405267;-2.35754304149;3.63586676612;-0.573183892104;1.46010797453;-0.386641990996;2.26276164619;0.433026939147;1.472;1.472;1471;5.0;0.513431946379;0.538479276186;4.71238898038;-0.494150817661;1.5;0.5;0.137705462268;0.430376942602;4.62030468767;-0.251062367966;1;
-0.301541566849;0.330792546272;-0.620954155922;4.71238898038;0.299141323747;0.283272820045;0.5;1.5001834631;1.51684653759;1.50282132626;0.518386542797;-0.61383497715;-0.300376355648;0.5;-0.45933326849;4.4596055842;0.0270901505717;0.873142281034;0.446821735932;0.599709866761;-0.587801287115;0.537505442068;0.517146169916;-0.217478476927;-2.35042905243;3.61895943266;-0.526849329458;1.50643340009;-0.392243009346;2.30804148692;0.421187551379;1.473;1.473;1472;5.0;0.523804572911;0.562485482485;4.71238898038;-0.506333888736;1.5;0.5;0.165764344037;0.420315449607;4.65847053936;-0.237598631135;1;
